unitid,inst_name,cip_desc,credlev,cred_desc,median_earnings_1yr,median_earnings_3yr,median_earnings_5yr,cip4,state,control,avg_annual_tuition_housing,avg_net_price_pub,avg_net_price_priv,unitid_n,credlev_n,credlev_str,composite_key
220206.0,Welch College,"Teacher Education and Professional Development, Specific Subject Areas.",2,Associate,,,,1313,TN,2,35131.0,,19983.0,220206,2,2,220206|1313|2
220206.0,Welch College,"Teacher Education and Professional Development, Specific Subject Areas.",3,Bachelor,,,,1313,TN,2,35131.0,,19983.0,220206,3,3,220206|1313|3
220206.0,Welch College,"English Language and Literature, General.",3,Bachelor,,,,2301,TN,2,35131.0,,19983.0,220206,3,3,220206|2301|3
220206.0,Welch College,"Liberal Arts and Sciences, General Studies and Humanities.",2,Associate,,,,2401,TN,2,35131.0,,19983.0,220206,2,2,220206|2401|2
220206.0,Welch College,"Liberal Arts and Sciences, General Studies and Humanities.",3,Bachelor,,,,2401,TN,2,35131.0,,19983.0,220206,3,3,220206|2401|3
220206.0,Welch College,"Biology, General.",2,Associate,,,,2601,TN,2,35131.0,,19983.0,220206,2,2,220206|2601|2
220206.0,Welch College,"Biology, General.",3,Bachelor,,,,2601,TN,2,35131.0,,19983.0,220206,3,3,220206|2601|3
220206.0,Welch College,Cell/Cellular Biology and Anatomical Sciences.,3,Bachelor,,,,2604,TN,2,35131.0,,19983.0,220206,3,3,220206|2604|3
220206.0,Welch College,Intercultural/Multicultural and Diversity Studies.,2,Associate,,,,3023,TN,2,35131.0,,19983.0,220206,2,2,220206|3023|2
220206.0,Welch College,Intercultural/Multicultural and Diversity Studies.,3,Bachelor,,,,3023,TN,2,35131.0,,19983.0,220206,3,3,220206|3023|3
220206.0,Welch College,Health and Physical Education/Fitness.,2,Associate,,,,3105,TN,2,35131.0,,19983.0,220206,2,2,220206|3105|2
220206.0,Welch College,Health and Physical Education/Fitness.,3,Bachelor,,,,3105,TN,2,35131.0,,19983.0,220206,3,3,220206|3105|3
220206.0,Welch College,Bible/Biblical Studies.,1,Certificate,,,,3902,TN,2,35131.0,,19983.0,220206,1,1,220206|3902|1
220206.0,Welch College,Bible/Biblical Studies.,2,Associate,,,,3902,TN,2,35131.0,,19983.0,220206,2,2,220206|3902|2
220206.0,Welch College,Bible/Biblical Studies.,3,Bachelor,,,,3902,TN,2,35131.0,,19983.0,220206,3,3,220206|3902|3
220206.0,Welch College,Missions/Missionary Studies and Missiology.,2,Associate,,,,3903,TN,2,35131.0,,19983.0,220206,2,2,220206|3903|2
220206.0,Welch College,Missions/Missionary Studies and Missiology.,3,Bachelor,,,,3903,TN,2,35131.0,,19983.0,220206,3,3,220206|3903|3
220206.0,Welch College,Religious Education.,3,Bachelor,,,,3904,TN,2,35131.0,,19983.0,220206,3,3,220206|3904|3
220206.0,Welch College,Religious/Sacred Music.,3,Bachelor,,,,3905,TN,2,35131.0,,19983.0,220206,3,3,220206|3905|3
220206.0,Welch College,Theological and Ministerial Studies.,3,Bachelor,,,,3906,TN,2,35131.0,,19983.0,220206,3,3,220206|3906|3
220206.0,Welch College,Pastoral Counseling and Specialized Ministries.,2,Associate,,,,3907,TN,2,35131.0,,19983.0,220206,2,2,220206|3907|2
220206.0,Welch College,Pastoral Counseling and Specialized Ministries.,3,Bachelor,,,,3907,TN,2,35131.0,,19983.0,220206,3,3,220206|3907|3
220206.0,Welch College,"Psychology, General.",3,Bachelor,,,,4201,TN,2,35131.0,,19983.0,220206,3,3,220206|4201|3
220206.0,Welch College,Research and Experimental Psychology.,3,Bachelor,,,,4227,TN,2,35131.0,,19983.0,220206,3,3,220206|4227|3
220206.0,Welch College,"Psychology, Other.",3,Bachelor,,,,4299,TN,2,35131.0,,19983.0,220206,3,3,220206|4299|3
220206.0,Welch College,Music.,3,Bachelor,,,,5009,TN,2,35131.0,,19983.0,220206,3,3,220206|5009|3
220206.0,Welch College,"Business Administration, Management and Operations.",2,Associate,,,,5202,TN,2,35131.0,,19983.0,220206,2,2,220206|5202|2
220206.0,Welch College,"Business Administration, Management and Operations.",3,Bachelor,,,,5202,TN,2,35131.0,,19983.0,220206,3,3,220206|5202|3
220206.0,Welch College,History.,3,Bachelor,,,,5401,TN,2,35131.0,,19983.0,220206,3,3,220206|5401|3
220215.0,Freed-Hardeman University,Natural Resources Conservation and Research.,3,Bachelor,,,,301,TN,2,36972.0,,20082.0,220215,3,3,220215|301|3
220215.0,Freed-Hardeman University,Communication and Media Studies.,3,Bachelor,,,,901,TN,2,36972.0,,20082.0,220215,3,3,220215|901|3
220215.0,Freed-Hardeman University,Journalism.,3,Bachelor,,,,904,TN,2,36972.0,,20082.0,220215,3,3,220215|904|3
220215.0,Freed-Hardeman University,"Public Relations, Advertising, and Applied Communication.",3,Bachelor,,,,909,TN,2,36972.0,,20082.0,220215,3,3,220215|909|3
220215.0,Freed-Hardeman University,"Computer and Information Sciences, General.",3,Bachelor,,,,1101,TN,2,36972.0,,20082.0,220215,3,3,220215|1101|3
220215.0,Freed-Hardeman University,Computer/Information Technology Administration and Management.,3,Bachelor,,,,1110,TN,2,36972.0,,20082.0,220215,3,3,220215|1110|3
220215.0,Freed-Hardeman University,Special Education and Teaching.,3,Bachelor,,,,1310,TN,2,36972.0,,20082.0,220215,3,3,220215|1310|3
220215.0,Freed-Hardeman University,"Teacher Education and Professional Development, Specific Levels and Methods.",3,Bachelor,40936.0,37954.0,43222.0,1312,TN,2,36972.0,,20082.0,220215,3,3,220215|1312|3
220215.0,Freed-Hardeman University,"Engineering, General.",3,Bachelor,,,,1401,TN,2,36972.0,,20082.0,220215,3,3,220215|1401|3
220215.0,Freed-Hardeman University,"Romance Languages, Literatures, and Linguistics.",3,Bachelor,,,,1609,TN,2,36972.0,,20082.0,220215,3,3,220215|1609|3
220215.0,Freed-Hardeman University,"Family and Consumer Sciences/Human Sciences, General.",3,Bachelor,,,,1901,TN,2,36972.0,,20082.0,220215,3,3,220215|1901|3
220215.0,Freed-Hardeman University,"Human Development, Family Studies, and Related Services.",3,Bachelor,,33255.0,,1907,TN,2,36972.0,,20082.0,220215,3,3,220215|1907|3
220215.0,Freed-Hardeman University,"English Language and Literature, General.",3,Bachelor,,,,2301,TN,2,36972.0,,20082.0,220215,3,3,220215|2301|3
220215.0,Freed-Hardeman University,"Liberal Arts and Sciences, General Studies and Humanities.",2,Associate,,,,2401,TN,2,36972.0,,20082.0,220215,2,2,220215|2401|2
220215.0,Freed-Hardeman University,"Biology, General.",3,Bachelor,,,59723.0,2601,TN,2,36972.0,,20082.0,220215,3,3,220215|2601|3
220215.0,Freed-Hardeman University,"Biochemistry, Biophysics and Molecular Biology.",3,Bachelor,,,,2602,TN,2,36972.0,,20082.0,220215,3,3,220215|2602|3
220215.0,Freed-Hardeman University,Mathematics.,3,Bachelor,,,,2701,TN,2,36972.0,,20082.0,220215,3,3,220215|2701|3
220215.0,Freed-Hardeman University,"Multi/Interdisciplinary Studies, Other.",3,Bachelor,,36975.0,43002.0,3099,TN,2,36972.0,,20082.0,220215,3,3,220215|3099|3
220215.0,Freed-Hardeman University,Health and Physical Education/Fitness.,3,Bachelor,,,55118.0,3105,TN,2,36972.0,,20082.0,220215,3,3,220215|3105|3
220215.0,Freed-Hardeman University,Bible/Biblical Studies.,3,Bachelor,44142.0,45100.0,45833.0,3902,TN,2,36972.0,,20082.0,220215,3,3,220215|3902|3
220215.0,Freed-Hardeman University,Missions/Missionary Studies and Missiology.,3,Bachelor,,,,3903,TN,2,36972.0,,20082.0,220215,3,3,220215|3903|3
220215.0,Freed-Hardeman University,Theological and Ministerial Studies.,3,Bachelor,,,,3906,TN,2,36972.0,,20082.0,220215,3,3,220215|3906|3
220215.0,Freed-Hardeman University,Pastoral Counseling and Specialized Ministries.,3,Bachelor,,,,3907,TN,2,36972.0,,20082.0,220215,3,3,220215|3907|3
220215.0,Freed-Hardeman University,Chemistry.,3,Bachelor,,,,4005,TN,2,36972.0,,20082.0,220215,3,3,220215|4005|3
220215.0,Freed-Hardeman University,"Psychology, General.",3,Bachelor,,31025.0,42465.0,4201,TN,2,36972.0,,20082.0,220215,3,3,220215|4201|3
220215.0,Freed-Hardeman University,Criminal Justice and Corrections.,3,Bachelor,,,,4301,TN,2,36972.0,,20082.0,220215,3,3,220215|4301|3
220215.0,Freed-Hardeman University,Social Work.,3,Bachelor,,,40840.0,4407,TN,2,36972.0,,20082.0,220215,3,3,220215|4407|3
220215.0,Freed-Hardeman University,Political Science and Government.,3,Bachelor,,,,4510,TN,2,36972.0,,20082.0,220215,3,3,220215|4510|3
220215.0,Freed-Hardeman University,Design and Applied Arts.,3,Bachelor,,,,5004,TN,2,36972.0,,20082.0,220215,3,3,220215|5004|3
220215.0,Freed-Hardeman University,Drama/Theatre Arts and Stagecraft.,3,Bachelor,,,,5005,TN,2,36972.0,,20082.0,220215,3,3,220215|5005|3
220215.0,Freed-Hardeman University,Film/Video and Photographic Arts.,3,Bachelor,,,,5006,TN,2,36972.0,,20082.0,220215,3,3,220215|5006|3
220215.0,Freed-Hardeman University,Fine and Studio Arts.,3,Bachelor,,,,5007,TN,2,36972.0,,20082.0,220215,3,3,220215|5007|3
220215.0,Freed-Hardeman University,Music.,3,Bachelor,,,,5009,TN,2,36972.0,,20082.0,220215,3,3,220215|5009|3
220215.0,Freed-Hardeman University,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",3,Bachelor,64784.0,53329.0,61302.0,5138,TN,2,36972.0,,20082.0,220215,3,3,220215|5138|3
220215.0,Freed-Hardeman University,"Business Administration, Management and Operations.",3,Bachelor,,34523.0,51140.0,5202,TN,2,36972.0,,20082.0,220215,3,3,220215|5202|3
220215.0,Freed-Hardeman University,Accounting and Related Services.,3,Bachelor,,,,5203,TN,2,36972.0,,20082.0,220215,3,3,220215|5203|3
220215.0,Freed-Hardeman University,Finance and Financial Management Services.,3,Bachelor,,,,5208,TN,2,36972.0,,20082.0,220215,3,3,220215|5208|3
220215.0,Freed-Hardeman University,Management Sciences and Quantitative Methods.,3,Bachelor,,,,5213,TN,2,36972.0,,20082.0,220215,3,3,220215|5213|3
220215.0,Freed-Hardeman University,Marketing.,3,Bachelor,,,,5214,TN,2,36972.0,,20082.0,220215,3,3,220215|5214|3
220215.0,Freed-Hardeman University,History.,3,Bachelor,,,,5401,TN,2,36972.0,,20082.0,220215,3,3,220215|5401|3
220251.0,Tennessee College of Applied Technology-Harriman,Cosmetology and Related Personal Grooming Services.,1,Certificate,19479.0,,,1204,TN,1,,10129.0,,220251,1,1,220251|1204|1
220251.0,Tennessee College of Applied Technology-Harriman,"Building/Construction Finishing, Management, and Inspection.",1,Certificate,,,,4604,TN,1,,10129.0,,220251,1,1,220251|4604|1
220251.0,Tennessee College of Applied Technology-Harriman,"Construction Trades, Other.",1,Certificate,,,,4699,TN,1,,10129.0,,220251,1,1,220251|4699|1
220251.0,Tennessee College of Applied Technology-Harriman,Heavy/Industrial Equipment Maintenance Technologies.,1,Certificate,,,,4703,TN,1,,10129.0,,220251,1,1,220251|4703|1
220251.0,Tennessee College of Applied Technology-Harriman,Vehicle Maintenance and Repair Technologies.,1,Certificate,31598.0,,,4706,TN,1,,10129.0,,220251,1,1,220251|4706|1
220251.0,Tennessee College of Applied Technology-Harriman,Precision Metal Working.,1,Certificate,30924.0,,,4805,TN,1,,10129.0,,220251,1,1,220251|4805|1
220251.0,Tennessee College of Applied Technology-Harriman,Allied Health and Medical Assisting Services.,1,Certificate,,,,5108,TN,1,,10129.0,,220251,1,1,220251|5108|1
220251.0,Tennessee College of Applied Technology-Harriman,"Practical Nursing, Vocational Nursing and Nursing Assistants.",1,Certificate,37837.0,,,5139,TN,1,,10129.0,,220251,1,1,220251|5139|1
220251.0,Tennessee College of Applied Technology-Harriman,Business Operations Support and Assistant Services.,1,Certificate,,,,5204,TN,1,,10129.0,,220251,1,1,220251|5204|1
220279.0,Tennessee College of Applied Technology-Hartsville,Computer/Information Technology Administration and Management.,1,Certificate,,,,1110,TN,1,,4963.0,,220279,1,1,220279|1110|1
220279.0,Tennessee College of Applied Technology-Hartsville,Industrial Production Technologies/Technicians.,1,Certificate,,,,1506,TN,1,,4963.0,,220279,1,1,220279|1506|1
220279.0,Tennessee College of Applied Technology-Hartsville,Drafting/Design Engineering Technologies/Technicians.,1,Certificate,,,,1513,TN,1,,4963.0,,220279,1,1,220279|1513|1
220279.0,Tennessee College of Applied Technology-Hartsville,Electrical/Electronics Maintenance and Repair Technology.,1,Certificate,,,,4701,TN,1,,4963.0,,220279,1,1,220279|4701|1
220279.0,Tennessee College of Applied Technology-Hartsville,Heavy/Industrial Equipment Maintenance Technologies.,1,Certificate,49247.0,,,4703,TN,1,,4963.0,,220279,1,1,220279|4703|1
220279.0,Tennessee College of Applied Technology-Hartsville,Vehicle Maintenance and Repair Technologies.,1,Certificate,,,,4706,TN,1,,4963.0,,220279,1,1,220279|4706|1
220279.0,Tennessee College of Applied Technology-Hartsville,Precision Metal Working.,1,Certificate,36283.0,,45406.0,4805,TN,1,,4963.0,,220279,1,1,220279|4805|1
220279.0,Tennessee College of Applied Technology-Hartsville,"Practical Nursing, Vocational Nursing and Nursing Assistants.",1,Certificate,46390.0,,,5139,TN,1,,4963.0,,220279,1,1,220279|5139|1
220279.0,Tennessee College of Applied Technology-Hartsville,Business Operations Support and Assistant Services.,1,Certificate,,,,5204,TN,1,,4963.0,,220279,1,1,220279|5204|1
220321.0,Tennessee College of Applied Technology-Hohenwald,Computer Software and Media Applications.,1,Certificate,,,,1108,TN,1,,10091.0,,220321,1,1,220321|1108|1
220321.0,Tennessee College of Applied Technology-Hohenwald,Computer/Information Technology Administration and Management.,1,Certificate,,,,1110,TN,1,,10091.0,,220321,1,1,220321|1110|1
220321.0,Tennessee College of Applied Technology-Hohenwald,Cosmetology and Related Personal Grooming Services.,1,Certificate,17987.0,,,1204,TN,1,,10091.0,,220321,1,1,220321|1204|1
220321.0,Tennessee College of Applied Technology-Hohenwald,Electrical Engineering Technologies/Technicians.,1,Certificate,,,,1503,TN,1,,10091.0,,220321,1,1,220321|1503|1
220321.0,Tennessee College of Applied Technology-Hohenwald,Electromechanical Instrumentation and Maintenance Technologies/Technicians.,1,Certificate,,,,1504,TN,1,,10091.0,,220321,1,1,220321|1504|1
220321.0,Tennessee College of Applied Technology-Hohenwald,Industrial Production Technologies/Technicians.,1,Certificate,,,,1506,TN,1,,10091.0,,220321,1,1,220321|1506|1
220321.0,Tennessee College of Applied Technology-Hohenwald,Drafting/Design Engineering Technologies/Technicians.,1,Certificate,,,,1513,TN,1,,10091.0,,220321,1,1,220321|1513|1
220321.0,Tennessee College of Applied Technology-Hohenwald,"Building/Construction Finishing, Management, and Inspection.",1,Certificate,,,,4604,TN,1,,10091.0,,220321,1,1,220321|4604|1
220321.0,Tennessee College of Applied Technology-Hohenwald,Electrical/Electronics Maintenance and Repair Technology.,1,Certificate,,,,4701,TN,1,,10091.0,,220321,1,1,220321|4701|1
220321.0,Tennessee College of Applied Technology-Hohenwald,Heavy/Industrial Equipment Maintenance Technologies.,1,Certificate,26135.0,50007.0,57450.0,4703,TN,1,,10091.0,,220321,1,1,220321|4703|1
220321.0,Tennessee College of Applied Technology-Hohenwald,Vehicle Maintenance and Repair Technologies.,1,Certificate,33196.0,,,4706,TN,1,,10091.0,,220321,1,1,220321|4706|1
220321.0,Tennessee College of Applied Technology-Hohenwald,Precision Metal Working.,1,Certificate,30997.0,,,4805,TN,1,,10091.0,,220321,1,1,220321|4805|1
220321.0,Tennessee College of Applied Technology-Hohenwald,Design and Applied Arts.,1,Certificate,,,,5004,TN,1,,10091.0,,220321,1,1,220321|5004|1
220321.0,Tennessee College of Applied Technology-Hohenwald,Allied Health and Medical Assisting Services.,1,Certificate,,,,5108,TN,1,,10091.0,,220321,1,1,220321|5108|1
220321.0,Tennessee College of Applied Technology-Hohenwald,"Allied Health Diagnostic, Intervention, and Treatment Professions.",1,Certificate,35116.0,,31835.0,5109,TN,1,,10091.0,,220321,1,1,220321|5109|1
220321.0,Tennessee College of Applied Technology-Hohenwald,"Practical Nursing, Vocational Nursing and Nursing Assistants.",1,Certificate,42694.0,36120.0,41610.0,5139,TN,1,,10091.0,,220321,1,1,220321|5139|1
220321.0,Tennessee College of Applied Technology-Hohenwald,Business Operations Support and Assistant Services.,1,Certificate,,,,5204,TN,1,,10091.0,,220321,1,1,220321|5204|1
220394.0,Tennessee College of Applied Technology-Jacksboro,Computer/Information Technology Administration and Management.,1,Certificate,,,,1110,TN,1,,5661.0,,220394,1,1,220394|1110|1
220394.0,Tennessee College of Applied Technology-Jacksboro,Cosmetology and Related Personal Grooming Services.,1,Certificate,15454.0,,,1204,TN,1,,5661.0,,220394,1,1,220394|1204|1
220394.0,Tennessee College of Applied Technology-Jacksboro,Industrial Production Technologies/Technicians.,1,Certificate,,,,1506,TN,1,,5661.0,,220394,1,1,220394|1506|1
220394.0,Tennessee College of Applied Technology-Jacksboro,Electrical and Power Transmission Installers.,1,Certificate,,,,4603,TN,1,,5661.0,,220394,1,1,220394|4603|1
220394.0,Tennessee College of Applied Technology-Jacksboro,"Building/Construction Finishing, Management, and Inspection.",1,Certificate,,,,4604,TN,1,,5661.0,,220394,1,1,220394|4604|1
220394.0,Tennessee College of Applied Technology-Jacksboro,"Construction Trades, Other.",1,Certificate,,,,4699,TN,1,,5661.0,,220394,1,1,220394|4699|1
220394.0,Tennessee College of Applied Technology-Jacksboro,Electrical/Electronics Maintenance and Repair Technology.,1,Certificate,,,,4701,TN,1,,5661.0,,220394,1,1,220394|4701|1
220394.0,Tennessee College of Applied Technology-Jacksboro,Vehicle Maintenance and Repair Technologies.,1,Certificate,23655.0,,,4706,TN,1,,5661.0,,220394,1,1,220394|4706|1
220394.0,Tennessee College of Applied Technology-Jacksboro,Precision Metal Working.,1,Certificate,33008.0,,,4805,TN,1,,5661.0,,220394,1,1,220394|4805|1
220394.0,Tennessee College of Applied Technology-Jacksboro,Allied Health and Medical Assisting Services.,1,Certificate,,,,5108,TN,1,,5661.0,,220394,1,1,220394|5108|1
220394.0,Tennessee College of Applied Technology-Jacksboro,"Practical Nursing, Vocational Nursing and Nursing Assistants.",1,Certificate,42300.0,34827.0,34503.0,5139,TN,1,,5661.0,,220394,1,1,220394|5139|1
220394.0,Tennessee College of Applied Technology-Jacksboro,Business Operations Support and Assistant Services.,1,Certificate,,,,5204,TN,1,,5661.0,,220394,1,1,220394|5204|1
220394.0,Tennessee College of Applied Technology-Jacksboro,Hospitality Administration/Management.,1,Certificate,,,,5209,TN,1,,5661.0,,220394,1,1,220394|5209|1
220400.0,Jackson State Community College,"Computer and Information Sciences, General.",1,Certificate,,,,1101,TN,1,15304.0,7343.0,,220400,1,1,220400|1101|1
220400.0,Jackson State Community College,"Computer and Information Sciences, General.",2,Associate,30258.0,31603.0,46969.0,1101,TN,1,15304.0,7343.0,,220400,2,2,220400|1101|2
220400.0,Jackson State Community College,"Education, General.",2,Associate,,,,1301,TN,1,15304.0,7343.0,,220400,2,2,220400|1301|2
220400.0,Jackson State Community College,"Engineering Technology, General.",2,Associate,61123.0,,,1500,TN,1,15304.0,7343.0,,220400,2,2,220400|1500|2
220400.0,Jackson State Community College,Industrial Production Technologies/Technicians.,2,Associate,,,,1506,TN,1,15304.0,7343.0,,220400,2,2,220400|1506|2
220400.0,Jackson State Community College,"Liberal Arts and Sciences, General Studies and Humanities.",1,Certificate,,,,2401,TN,1,15304.0,7343.0,,220400,1,1,220400|2401|1
220400.0,Jackson State Community College,"Liberal Arts and Sciences, General Studies and Humanities.",2,Associate,27378.0,24080.0,35757.0,2401,TN,1,15304.0,7343.0,,220400,2,2,220400|2401|2
220400.0,Jackson State Community College,Basic Skills and Developmental/Remedial Education.,2,Associate,,,,3201,TN,1,15304.0,7343.0,,220400,2,2,220400|3201|2
220400.0,Jackson State Community College,"Health Services/Allied Health/Health Sciences, General.",1,Certificate,,,,5100,TN,1,15304.0,7343.0,,220400,1,1,220400|5100|1
220400.0,Jackson State Community College,"Health Services/Allied Health/Health Sciences, General.",2,Associate,,,39515.0,5100,TN,1,15304.0,7343.0,,220400,2,2,220400|5100|2
220400.0,Jackson State Community College,Allied Health and Medical Assisting Services.,1,Certificate,,,,5108,TN,1,15304.0,7343.0,,220400,1,1,220400|5108|1
220400.0,Jackson State Community College,Allied Health and Medical Assisting Services.,2,Associate,38867.0,45671.0,48031.0,5108,TN,1,15304.0,7343.0,,220400,2,2,220400|5108|2
220400.0,Jackson State Community College,"Allied Health Diagnostic, Intervention, and Treatment Professions.",1,Certificate,,45576.0,58793.0,5109,TN,1,15304.0,7343.0,,220400,1,1,220400|5109|1
220400.0,Jackson State Community College,"Allied Health Diagnostic, Intervention, and Treatment Professions.",2,Associate,48919.0,,,5109,TN,1,15304.0,7343.0,,220400,2,2,220400|5109|2
220400.0,Jackson State Community College,Clinical/Medical Laboratory Science/Research and Allied Professions.,2,Associate,,34360.0,37865.0,5110,TN,1,15304.0,7343.0,,220400,2,2,220400|5110|2
220400.0,Jackson State Community College,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",2,Associate,66385.0,55398.0,63039.0,5138,TN,1,15304.0,7343.0,,220400,2,2,220400|5138|2
220400.0,Jackson State Community College,"Health Professions and Related Clinical Sciences, Other.",1,Certificate,,,,5199,TN,1,15304.0,7343.0,,220400,1,1,220400|5199|1
220400.0,Jackson State Community College,"Health Professions and Related Clinical Sciences, Other.",2,Associate,26242.0,,,5199,TN,1,15304.0,7343.0,,220400,2,2,220400|5199|2
220400.0,Jackson State Community College,"Business Administration, Management and Operations.",1,Certificate,,,,5202,TN,1,15304.0,7343.0,,220400,1,1,220400|5202|1
220400.0,Jackson State Community College,"Business Administration, Management and Operations.",2,Associate,32334.0,,23736.0,5202,TN,1,15304.0,7343.0,,220400,2,2,220400|5202|2
220464.0,John A Gupton College,Funeral Service and Mortuary Science.,1,Certificate,,,,1203,TN,2,29705.0,,19772.0,220464,1,1,220464|1203|1
220464.0,John A Gupton College,Funeral Service and Mortuary Science.,2,Associate,46141.0,,48547.0,1203,TN,2,29705.0,,19772.0,220464,2,2,220464|1203|2
220473.0,Johnson University,Communication and Media Studies.,2,Associate,,,,901,TN,2,30424.0,,20303.0,220473,2,2,220473|901|2
220473.0,Johnson University,Communication and Media Studies.,3,Bachelor,,,,901,TN,2,30424.0,,20303.0,220473,3,3,220473|901|3
220473.0,Johnson University,Journalism.,3,Bachelor,,,,904,TN,2,30424.0,,20303.0,220473,3,3,220473|904|3
220473.0,Johnson University,"Public Relations, Advertising, and Applied Communication.",3,Bachelor,,,,909,TN,2,30424.0,,20303.0,220473,3,3,220473|909|3
220473.0,Johnson University,Audiovisual Communications Technologies/Technicians.,2,Associate,,,,1002,TN,2,30424.0,,20303.0,220473,2,2,220473|1002|2
220473.0,Johnson University,Audiovisual Communications Technologies/Technicians.,3,Bachelor,,,,1002,TN,2,30424.0,,20303.0,220473,3,3,220473|1002|3
220473.0,Johnson University,"Bilingual, Multilingual, and Multicultural Education.",3,Bachelor,,,,1302,TN,2,30424.0,,20303.0,220473,3,3,220473|1302|3
220473.0,Johnson University,"Teacher Education and Professional Development, Specific Levels and Methods.",2,Associate,,,,1312,TN,2,30424.0,,20303.0,220473,2,2,220473|1312|2
220473.0,Johnson University,"Teacher Education and Professional Development, Specific Levels and Methods.",3,Bachelor,,,,1312,TN,2,30424.0,,20303.0,220473,3,3,220473|1312|3
220473.0,Johnson University,"Teacher Education and Professional Development, Specific Subject Areas.",3,Bachelor,,,,1313,TN,2,30424.0,,20303.0,220473,3,3,220473|1313|3
220473.0,Johnson University,Teaching English or French as a Second or Foreign Language.,3,Bachelor,,,,1314,TN,2,30424.0,,20303.0,220473,3,3,220473|1314|3
220473.0,Johnson University,"Linguistic, Comparative, and Related Language Studies and Services.",3,Bachelor,,,,1601,TN,2,30424.0,,20303.0,220473,3,3,220473|1601|3
220473.0,Johnson University,"Human Development, Family Studies, and Related Services.",3,Bachelor,,,,1907,TN,2,30424.0,,20303.0,220473,3,3,220473|1907|3
220473.0,Johnson University,"English Language and Literature, General.",2,Associate,,,,2301,TN,2,30424.0,,20303.0,220473,2,2,220473|2301|2
220473.0,Johnson University,"English Language and Literature, General.",3,Bachelor,,,,2301,TN,2,30424.0,,20303.0,220473,3,3,220473|2301|3
220473.0,Johnson University,Literature.,3,Bachelor,,,,2314,TN,2,30424.0,,20303.0,220473,3,3,220473|2314|3
220473.0,Johnson University,"Liberal Arts and Sciences, General Studies and Humanities.",2,Associate,,,,2401,TN,2,30424.0,,20303.0,220473,2,2,220473|2401|2
220473.0,Johnson University,"Liberal Arts and Sciences, General Studies and Humanities.",3,Bachelor,,,,2401,TN,2,30424.0,,20303.0,220473,3,3,220473|2401|3
220473.0,Johnson University,Health and Physical Education/Fitness.,3,Bachelor,,,,3105,TN,2,30424.0,,20303.0,220473,3,3,220473|3105|3
220473.0,Johnson University,"Philosophy and Religious Studies, General.",3,Bachelor,,,,3800,TN,2,30424.0,,20303.0,220473,3,3,220473|3800|3
220473.0,Johnson University,Religion/Religious Studies.,3,Bachelor,,,,3802,TN,2,30424.0,,20303.0,220473,3,3,220473|3802|3
220473.0,Johnson University,Bible/Biblical Studies.,2,Associate,,,,3902,TN,2,30424.0,,20303.0,220473,2,2,220473|3902|2
220473.0,Johnson University,Bible/Biblical Studies.,3,Bachelor,32078.0,31208.0,42017.0,3902,TN,2,30424.0,,20303.0,220473,3,3,220473|3902|3
220473.0,Johnson University,Missions/Missionary Studies and Missiology.,1,Certificate,,,,3903,TN,2,30424.0,,20303.0,220473,1,1,220473|3903|1
220473.0,Johnson University,Missions/Missionary Studies and Missiology.,2,Associate,,,,3903,TN,2,30424.0,,20303.0,220473,2,2,220473|3903|2
220473.0,Johnson University,Missions/Missionary Studies and Missiology.,3,Bachelor,28103.0,,,3903,TN,2,30424.0,,20303.0,220473,3,3,220473|3903|3
220473.0,Johnson University,Religious Education.,3,Bachelor,,,,3904,TN,2,30424.0,,20303.0,220473,3,3,220473|3904|3
220473.0,Johnson University,Religious/Sacred Music.,3,Bachelor,,,,3905,TN,2,30424.0,,20303.0,220473,3,3,220473|3905|3
220473.0,Johnson University,Theological and Ministerial Studies.,1,Certificate,,,,3906,TN,2,30424.0,,20303.0,220473,1,1,220473|3906|1
220473.0,Johnson University,Theological and Ministerial Studies.,2,Associate,,,,3906,TN,2,30424.0,,20303.0,220473,2,2,220473|3906|2
220473.0,Johnson University,Theological and Ministerial Studies.,3,Bachelor,33627.0,30280.0,43314.0,3906,TN,2,30424.0,,20303.0,220473,3,3,220473|3906|3
220473.0,Johnson University,Pastoral Counseling and Specialized Ministries.,3,Bachelor,30006.0,,,3907,TN,2,30424.0,,20303.0,220473,3,3,220473|3907|3
220473.0,Johnson University,"Psychology, General.",2,Associate,,,,4201,TN,2,30424.0,,20303.0,220473,2,2,220473|4201|2
220473.0,Johnson University,"Psychology, General.",3,Bachelor,,,,4201,TN,2,30424.0,,20303.0,220473,3,3,220473|4201|3
220473.0,Johnson University,Music.,2,Associate,,,,5009,TN,2,30424.0,,20303.0,220473,2,2,220473|5009|2
220473.0,Johnson University,Music.,3,Bachelor,,,,5009,TN,2,30424.0,,20303.0,220473,3,3,220473|5009|3
220473.0,Johnson University,Mental and Social Health Services and Allied Professions.,2,Associate,,,,5115,TN,2,30424.0,,20303.0,220473,2,2,220473|5115|2
220473.0,Johnson University,Mental and Social Health Services and Allied Professions.,3,Bachelor,,33693.0,36748.0,5115,TN,2,30424.0,,20303.0,220473,3,3,220473|5115|3
220473.0,Johnson University,Public Health.,2,Associate,,,,5122,TN,2,30424.0,,20303.0,220473,2,2,220473|5122|2
